episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
36200,173.38,-0.48,-1.0,-1,1,0
36300,173.4,-0.62,-1.0,-1,1,0
36400,173.43,-0.46,-1.0,-1,1,0
36500,173.41,-0.48,-1.0,-1,1,0
36600,173.4,-0.5,-1.0,-1,1,0
36700,173.39,-0.52,-1.0,-1,1,0
36800,173.37,-0.56,-1.0,-1,1,0
36900,173.35,-0.32,-1.0,-1,1,0
37000,173.36,-0.54,-1.0,-1,1,0
37100,173.33,-0.48,-1.0,-1,1,0
37200,173.36,-0.46,-1.0,-1,1,0
37300,173.36,-0.44,-1.0,-1,1,0
37400,173.37,-0.28,-1.0,-1,1,0
37500,173.31,-0.4,-1.0,-1,1,0
37600,173.27,-0.28,-1.0,-1,1,0
37700,173.28,-0.5,-1.0,-1,1,0
37800,173.29,-0.48,-1.0,-1,1,0
37900,173.34,-0.56,-1.0,-1,1,0
38000,173.32,-0.42,-1.0,-1,1,0
38100,173.31,-0.4,-1.0,-1,1,0
38200,173.29,-0.48,-1.0,-1,1,0
38300,173.32,-0.48,-1.0,-1,1,0
38400,173.33,-0.38,-1.0,-1,1,0
38500,173.31,-0.48,-1.0,-1,1,0
38600,173.29,-0.44,-1.0,-1,1,0
38700,173.25,-0.52,-1.0,-1,1,0
38800,173.25,-0.46,-1.0,-1,1,0
38900,173.22,-0.44,-1.0,-1,1,0
39000,173.24,-0.48,-1.0,-1,1,0
39100,173.26,-0.44,-1.0,-1,1,0
39200,173.27,-0.5,-1.0,-1,1,0
39300,173.28,-0.56,-1.0,-1,1,0
39400,173.28,-0.4,-1.0,-1,1,0
39500,173.31,-0.52,-1.0,-1,1,0
39600,173.34,-0.44,-1.0,-1,1,0
39700,173.32,-0.4,-1.0,-1,1,0
39800,173.34,-0.52,-1.0,-1,1,0
39900,173.39,-0.48,-1.0,-1,1,0
40000,173.41,-0.64,-1.0,-1,1,0
40100,173.41,-0.46,-1.0,-1,1,0
40200,173.43,-0.42,-1.0,-1,1,0
40300,173.41,-0.48,-1.0,-1,1,0
40400,173.43,-0.54,-1.0,-1,1,0
40500,173.45,-0.48,-1.0,-1,1,0
40600,173.45,-0.56,-1.0,-1,1,0
40700,173.45,-0.46,-1.0,-1,1,0
40800,173.45,-0.44,-1.0,-1,1,0
40900,173.44,-0.5,-1.0,-1,1,0
41000,173.48,-0.36,-1.0,-1,1,0
41100,173.52,-0.52,-1.0,-1,1,0
41200,173.47,-0.48,-1.0,-1,1,0
41300,173.45,-0.34,-1.0,-1,1,0
41400,173.44,-0.52,-1.0,-1,1,0
41500,173.45,-0.48,-1.0,-1,1,0
41600,173.45,-0.4,-1.0,-1,1,0
41700,173.41,-0.44,-1.0,-1,1,0
41800,173.43,-0.26,-1.0,-1,1,0
